EpochID,Prediction
epoch057853,1
epoch057854,19
epoch057855,36
epoch057856,0
epoch057857,15
epoch057858,0
epoch057859,0
epoch057860,0
epoch057861,0
epoch057862,0
epoch057863,0
epoch057864,1
epoch057865,0
epoch057866,0
epoch057868,7
epoch057869,7
epoch057870,0
epoch057871,0
epoch057872,15
epoch057873,2
epoch057874,13
epoch057876,15
epoch057877,0
epoch057878,20
epoch057879,0
epoch057880,0
epoch057881,16
epoch057882,19
epoch057884,3
epoch057885,1
epoch057889,0
epoch057890,0
epoch057892,0
epoch057893,0
epoch057894,0
epoch057895,3
epoch057900,2
epoch057901,6
epoch057902,19
epoch057903,0
epoch057904,0
epoch057906,1
epoch057907,0
epoch057908,0
epoch057909,17
epoch057911,3
epoch057912,16
epoch057913,9
epoch057914,0
epoch057915,7
epoch057916,14
epoch057917,0
epoch057923,0
epoch057924,3
epoch057925,0
epoch057928,0
epoch057929,2
epoch057930,0
epoch057931,0
epoch057932,0
epoch057933,0
epoch057934,17
epoch057935,0
epoch057936,0
epoch057937,15
epoch057938,0
epoch057939,0
epoch057940,0
epoch057944,6
epoch057945,0
epoch057946,0
epoch057947,7
epoch057948,20
epoch057949,0
epoch057950,0
epoch057951,0
epoch057952,3
epoch057953,0
epoch057954,0
epoch057956,44
epoch057957,18
epoch057958,0
epoch057959,3
epoch057961,6
epoch057962,4
epoch057963,3
epoch057964,0
epoch057965,16
epoch057966,0
epoch057967,18
epoch057969,17
epoch057970,19
epoch057971,2
epoch057972,0
epoch057974,0
epoch057975,0
epoch057976,18
epoch057977,3
epoch057978,14
epoch057979,0
epoch057980,64
epoch057981,16
epoch057982,17
epoch057983,17
epoch057984,1
epoch057985,16
epoch057986,0
epoch057987,17
epoch057988,0
epoch057992,0
epoch057994,6
epoch057995,13
epoch057998,16
epoch058000,1
epoch058001,68
epoch058002,0
epoch058003,0
epoch058004,0
epoch058005,0
epoch058006,0
epoch058007,15
epoch058008,15
epoch058009,16
epoch058010,0
epoch058011,15
epoch058012,15
epoch058014,14
epoch058015,7
epoch058016,19
epoch058017,0
epoch058018,2
epoch058019,0
epoch058021,0
epoch058022,3
