EpochID,Prediction
epoch057853,9
epoch057854,19
epoch057855,18
epoch057856,0
epoch057857,19
epoch057858,0
epoch057859,0
epoch057860,0
epoch057861,0
epoch057862,0
epoch057863,0
epoch057864,16
epoch057865,0
epoch057866,0
epoch057868,7
epoch057869,14
epoch057870,0
epoch057871,0
epoch057872,15
epoch057873,16
epoch057874,6
epoch057876,4
epoch057877,0
epoch057878,20
epoch057879,0
epoch057880,0
epoch057881,2
epoch057882,18
epoch057884,18
epoch057885,1
epoch057889,0
epoch057890,0
epoch057892,0
epoch057893,0
epoch057894,0
epoch057895,19
epoch057900,1
epoch057901,18
epoch057902,19
epoch057903,0
epoch057904,0
epoch057906,85
epoch057907,0
epoch057908,0
epoch057909,18
epoch057911,13
epoch057912,2
epoch057913,2
epoch057914,0
epoch057915,16
epoch057916,15
epoch057917,0
epoch057923,0
epoch057924,16
epoch057925,0
epoch057928,0
epoch057929,18
epoch057930,0
epoch057931,0
epoch057932,0
epoch057933,0
epoch057934,14
epoch057935,0
epoch057936,0
epoch057937,19
epoch057938,0
epoch057939,0
epoch057940,0
epoch057944,1
epoch057945,0
epoch057946,0
epoch057947,7
epoch057948,8
epoch057949,0
epoch057950,0
epoch057951,0
epoch057952,15
epoch057953,0
epoch057954,0
epoch057956,15
epoch057957,4
epoch057958,0
epoch057959,16
epoch057961,19
epoch057962,18
epoch057963,14
epoch057964,0
epoch057965,16
epoch057966,0
epoch057967,19
epoch057969,6
epoch057970,15
epoch057971,14
epoch057972,0
epoch057974,0
epoch057975,0
epoch057976,19
epoch057977,19
epoch057978,14
epoch057979,0
epoch057980,17
epoch057981,9
epoch057982,18
epoch057983,18
epoch057984,2
epoch057985,12
epoch057986,0
epoch057987,14
epoch057988,0
epoch057992,0
epoch057994,2
epoch057995,14
epoch057998,18
epoch058000,16
epoch058001,14
epoch058002,0
epoch058003,0
epoch058004,0
epoch058005,0
epoch058006,0
epoch058007,15
epoch058008,14
epoch058009,9
epoch058010,0
epoch058011,5
epoch058012,11
epoch058014,15
epoch058015,2
epoch058016,18
epoch058017,0
epoch058018,1
epoch058019,0
epoch058021,0
epoch058022,17
epoch058024,0
epoch058025,6
epoch058026,0
epoch058028,14
epoch058029,0
epoch058030,0
epoch058031,16
epoch058032,0
epoch058033,0
epoch058034,0
epoch058035,14
epoch058036,0
epoch058037,18
epoch058038,3
epoch058039,18
epoch058040,0
epoch058041,20
epoch058042,0
epoch058043,18
epoch058044,9
epoch058045,0
epoch058046,9
epoch058047,2
epoch058048,0
epoch058049,0
epoch058050,14
epoch058051,14
epoch058052,0
epoch058053,17
epoch058054,12
epoch058055,0
epoch058056,12
epoch058057,6
epoch058058,6
epoch058059,0
epoch058060,0
epoch058061,0
epoch058062,0
epoch058063,0
epoch058064,7
epoch058065,18
epoch058066,0
epoch058067,16
epoch058068,0
epoch058069,0
epoch058070,13
epoch058071,12
epoch058073,0
epoch058075,14
epoch058077,1
epoch058078,18
epoch058079,7
epoch058080,2
epoch058082,13
epoch058083,0
epoch058084,19
epoch058085,0
epoch058086,0
epoch058087,16
epoch058088,0
epoch058089,0
epoch058091,8
epoch058092,0
epoch058093,1
epoch058094,0
epoch058095,16
epoch058096,13
epoch058097,0
epoch058098,16
epoch058099,0
epoch058101,0
epoch058102,0
epoch058104,0
epoch058105,3
epoch058106,17
epoch058108,16
epoch058109,15
epoch058110,0
epoch058111,0
epoch058113,0
epoch058114,2
epoch058115,19
epoch058116,7
epoch058117,0
epoch058118,0
epoch058119,7
epoch058120,1
epoch058122,0
epoch058123,19
epoch058124,18
epoch058125,13
epoch058127,0
epoch058128,0
epoch058129,14
epoch058130,0
epoch058131,17
epoch058132,0
epoch058133,14
epoch058134,0
epoch058135,6
epoch058137,15
epoch058139,17
epoch058140,0
epoch058141,0
epoch058142,0
epoch058144,16
epoch058145,12
epoch058147,0
epoch058150,1
epoch058152,15
epoch058153,6
epoch058154,2
epoch058155,0
epoch058156,0
epoch058157,16
epoch058158,0
epoch058160,17
epoch058161,18
epoch058162,2
epoch058163,7
epoch058164,2
epoch058166,0
epoch058167,18
