EpochID,Prediction
epoch057853,26
epoch057854,13
epoch057855,33
epoch057856,0
epoch057857,15
epoch057858,0
epoch057859,0
epoch057860,0
epoch057861,0
epoch057862,0
epoch057863,0
epoch057864,1
epoch057865,0
epoch057866,0
epoch057868,7
epoch057869,75
epoch057870,0
epoch057871,0
epoch057872,15
epoch057873,4
epoch057874,67
epoch057876,15
epoch057877,0
epoch057878,20
epoch057879,0
epoch057880,0
epoch057881,2
epoch057882,19
epoch057884,3
epoch057885,26
epoch057889,0
epoch057890,0
epoch057892,0
epoch057893,0
epoch057894,0
epoch057895,3
epoch057900,16
epoch057901,19
epoch057902,19
epoch057903,0
epoch057904,0
epoch057906,57
epoch057907,0
epoch057908,0
epoch057909,72
epoch057911,3
epoch057912,2
epoch057913,9
epoch057914,0
epoch057915,51
epoch057916,81
epoch057917,0
epoch057923,0
epoch057924,51
epoch057925,0
epoch057928,0
epoch057929,2
epoch057930,0
epoch057931,0
epoch057932,0
epoch057933,0
epoch057934,17
epoch057935,0
epoch057936,0
epoch057937,17
epoch057938,0
epoch057939,0
epoch057940,0
epoch057944,57
epoch057945,0
epoch057946,0
epoch057947,68
epoch057948,11
epoch057949,0
epoch057950,0
epoch057951,0
epoch057952,44
epoch057953,0
epoch057954,0
epoch057956,44
epoch057957,18
epoch057958,0
epoch057959,3
epoch057961,6
epoch057962,8
epoch057963,88
epoch057964,0
epoch057965,3
epoch057966,0
epoch057967,16
epoch057969,3
epoch057970,19
epoch057971,3
epoch057972,0
epoch057974,0
epoch057975,0
epoch057976,18
epoch057977,3
epoch057978,15
epoch057979,0
epoch057980,64
epoch057981,16
epoch057982,27
epoch057983,17
epoch057984,2
epoch057985,1
epoch057986,0
epoch057987,23
epoch057988,0
epoch057992,0
epoch057994,65
epoch057995,3
epoch057998,88
epoch058000,1
epoch058001,69
epoch058002,0
epoch058003,0
epoch058004,0
epoch058005,0
epoch058006,0
epoch058007,18
epoch058008,10
epoch058009,28
epoch058010,0
epoch058011,44
epoch058012,4
epoch058014,19
epoch058015,27
epoch058016,19
epoch058017,0
epoch058018,70
epoch058019,0
epoch058021,0
epoch058022,3
epoch058024,0
epoch058025,13
epoch058026,0
epoch058028,3
epoch058029,0
epoch058030,0
epoch058031,12
epoch058032,0
epoch058033,0
epoch058034,0
epoch058035,10
epoch058036,0
epoch058037,86
epoch058038,27
epoch058039,86
epoch058040,0
epoch058041,20
epoch058042,0
epoch058043,15
epoch058044,12
epoch058045,0
epoch058046,10
epoch058047,25
epoch058048,0
epoch058049,0
epoch058050,3
epoch058051,26
epoch058052,0
epoch058053,32
epoch058054,13
epoch058055,0
epoch058056,2
epoch058057,88
epoch058058,41
epoch058059,0
epoch058060,0
epoch058061,0
epoch058062,0
epoch058063,0
epoch058064,68
epoch058065,19
epoch058066,0
epoch058067,51
epoch058068,0
epoch058069,0
epoch058070,18
epoch058071,4
epoch058073,0
epoch058075,14
epoch058077,1
epoch058078,6
epoch058079,62
epoch058080,19
epoch058082,40
epoch058083,0
epoch058084,18
epoch058085,0
epoch058086,0
epoch058087,3
epoch058088,0
epoch058089,1
epoch058091,34
epoch058092,0
epoch058093,1
epoch058094,0
epoch058095,95
epoch058096,3
epoch058097,0
epoch058098,44
epoch058099,0
epoch058101,0
epoch058102,0
epoch058104,0
epoch058105,19
epoch058106,17
epoch058108,19
epoch058109,6
epoch058110,0
epoch058111,0
epoch058113,0
epoch058114,16
epoch058115,19
epoch058116,62
epoch058117,0
epoch058118,0
epoch058119,29
epoch058120,35
epoch058122,0
epoch058123,10
epoch058124,3
epoch058125,46
epoch058127,0
epoch058128,0
epoch058129,5
epoch058130,0
epoch058131,52
epoch058132,0
epoch058133,19
epoch058134,0
epoch058135,67
epoch058137,38
epoch058139,35
epoch058140,0
epoch058141,0
epoch058142,0
epoch058144,45
epoch058145,19
epoch058147,0
epoch058150,2
epoch058152,18
epoch058153,2
epoch058154,15
epoch058155,0
epoch058156,0
epoch058157,28
epoch058158,0
epoch058160,35
epoch058161,83
epoch058162,14
epoch058163,92
epoch058164,20
epoch058166,0
epoch058167,19
epoch058168,0
epoch058169,0
epoch058171,8
epoch058172,19
epoch058173,17
epoch058174,0
epoch058175,0
epoch058176,0
epoch058177,71
epoch058178,1
epoch058180,9
epoch058181,0
epoch058182,0
epoch058183,25
epoch058184,0
epoch058186,0
epoch058188,18
epoch058189,2
epoch058190,1
epoch058191,0
epoch058192,7
epoch058193,0
epoch058194,0
epoch058195,0
epoch058196,17
epoch058201,3
epoch058204,0
epoch058205,19
epoch058206,51
epoch058207,49
epoch058208,0
epoch058209,0
epoch058210,3
epoch058211,19
epoch058212,0
epoch058213,0
epoch058215,18
epoch058217,93
epoch058219,14
epoch058221,25
epoch058222,0
epoch058223,0
epoch058224,13
epoch058227,10
epoch058228,19
epoch058229,0
epoch058231,0
epoch058232,8
epoch058233,0
epoch058234,18
epoch058235,0
epoch058238,15
epoch058240,5
epoch058241,7
epoch058242,68
epoch058243,0
epoch058244,14
epoch058245,0
epoch058246,3
epoch058247,0
epoch058248,93
epoch058249,0
epoch058250,0
epoch058251,0
epoch058253,0
epoch058254,10
epoch058256,0
epoch058257,16
epoch058258,0
epoch058259,3
epoch058260,0
epoch058261,3
epoch058262,0
epoch058263,0
epoch058265,15
epoch058266,10
epoch058267,32
epoch058268,0
epoch058269,0
epoch058270,0
epoch058271,1
epoch058272,0
epoch058273,6
epoch058274,10
epoch058275,0
epoch058276,0
epoch058278,9
epoch058279,14
epoch058281,59
epoch058282,0
epoch058283,0
epoch058285,0
epoch058286,0
epoch058287,77
epoch058288,72
epoch058290,0
epoch058291,0
epoch058292,0
epoch058293,5
epoch058295,0
epoch058297,0
epoch058298,78
epoch058299,14
epoch058300,0
epoch058301,45
epoch058305,17
epoch058306,2
epoch058307,73
epoch058309,6
epoch058310,3
epoch058311,13
epoch058312,92
epoch058313,26
epoch058314,0
epoch058316,14
epoch058317,0
epoch058318,0
epoch058319,0
epoch058320,0
epoch058323,5
epoch058324,18
epoch058325,0
epoch058326,0
epoch058327,0
epoch058328,14
epoch058329,19
epoch058330,3
epoch058332,41
epoch058333,0
epoch058334,0
epoch058335,0
epoch058338,0
epoch058339,16
epoch058341,0
epoch058342,0
epoch058343,0
epoch058344,0
epoch058345,26
epoch058347,0
epoch058348,0
epoch058349,10
epoch058350,0
epoch058351,15
epoch058352,0
epoch058353,0
epoch058354,0
epoch058355,0
epoch058356,0
epoch058357,0
epoch058358,0
epoch058359,0
epoch058360,52
epoch058361,19
epoch058362,16
epoch058363,0
epoch058364,3
epoch058365,17
epoch058366,18
epoch058367,3
epoch058368,59
epoch058369,73
epoch058370,0
epoch058371,0
epoch058372,3
epoch058374,45
epoch058377,0
epoch058378,0
epoch058380,2
epoch058381,2
epoch058382,0
epoch058383,35
epoch058384,1
epoch058385,14
epoch058386,11
epoch058387,18
epoch058388,0
epoch058389,0
epoch058390,0
epoch058392,0
epoch058394,0
epoch058395,0
epoch058396,44
epoch058398,19
epoch058399,59
epoch058400,18
epoch058401,2
epoch058402,0
epoch058403,18
epoch058404,0
epoch058405,1
epoch058406,0
epoch058407,1
epoch058408,0
epoch058409,51
epoch058410,0
epoch058411,2
epoch058413,72
epoch058414,11
epoch058415,18
epoch058416,0
epoch058418,59
epoch058419,0
epoch058420,0
epoch058421,0
epoch058423,0
epoch058425,0
epoch058426,0
epoch058427,57
epoch058429,0
epoch058431,0
epoch058433,0
epoch058435,18
epoch058436,0
epoch058437,0
epoch058438,0
epoch058440,0
epoch058441,0
epoch058442,17
epoch058443,0
epoch058445,0
epoch058447,1
epoch058448,0
epoch058449,15
epoch058450,0
epoch058451,3
epoch058452,0
epoch058453,0
epoch058455,15
epoch058456,75
epoch058457,0
epoch058458,0
epoch058459,7
epoch058460,5
epoch058461,52
epoch058462,18
epoch058463,16
epoch058464,0
epoch058465,0
epoch058466,0
epoch058468,19
epoch058469,18
epoch058470,62
epoch058472,3
epoch058473,0
epoch058474,5
epoch058475,0
epoch058476,0
epoch058478,3
epoch058479,0
epoch058480,0
epoch058481,0
epoch058482,13
epoch058483,0
epoch058484,0
epoch058485,2
epoch058486,0
epoch058487,5
epoch058488,60
epoch058489,0
epoch058490,0
epoch058491,4
epoch058492,19
epoch058493,3
epoch058494,19
epoch058495,33
epoch058497,1
epoch058498,0
epoch058499,73
epoch058500,0
epoch058501,0
epoch058502,3
epoch058503,5
epoch058505,19
epoch058506,9
epoch058507,10
epoch058508,0
epoch058509,0
epoch058510,3
epoch058511,7
epoch058512,0
epoch058513,44
epoch058514,0
epoch058515,0
epoch058517,0
epoch058519,0
epoch058520,0
epoch058522,45
epoch058523,15
epoch058524,92
epoch058525,0
epoch058526,41
epoch058527,11
epoch058529,0
epoch058530,11
epoch058531,59
epoch058532,59
epoch058533,15
epoch058534,0
epoch058535,8
epoch058536,10
epoch058537,2
epoch058538,14
epoch058539,0
epoch058543,0
epoch058544,9
epoch058545,0
epoch058546,3
epoch058547,12
epoch058548,0
epoch058549,65
epoch058550,86
epoch058551,0
epoch058553,18
epoch058555,35
