EpochID,Prediction
epoch057853,38
epoch057854,43
epoch057855,25
epoch057856,0
epoch057857,43
epoch057858,0
epoch057859,0
epoch057860,0
epoch057861,0
epoch057862,0
epoch057863,0
epoch057864,43
epoch057865,0
epoch057866,0
epoch057868,28
epoch057869,28
epoch057870,0
epoch057871,1
epoch057872,84
epoch057873,0
epoch057874,39
epoch057876,6
epoch057877,1
epoch057878,6
epoch057879,0
epoch057880,0
epoch057881,20
epoch057882,66
epoch057884,8
epoch057885,0
epoch057889,0
epoch057890,0
epoch057892,0
epoch057893,1
epoch057894,0
epoch057895,43
epoch057900,10
epoch057901,43
epoch057902,43
epoch057903,0
epoch057904,1
epoch057906,1
epoch057907,0
epoch057908,0
epoch057909,56
epoch057911,28
epoch057912,61
epoch057913,50
epoch057914,1
epoch057915,28
epoch057916,30
epoch057917,0
epoch057923,0
epoch057924,43
epoch057925,1
epoch057928,0
epoch057929,26
epoch057930,0
epoch057931,1
epoch057932,0
epoch057933,0
epoch057934,87
epoch057935,1
epoch057936,0
epoch057937,68
epoch057938,1
epoch057939,0
epoch057940,0
epoch057944,64
epoch057945,1
epoch057946,0
epoch057947,79
epoch057948,25
epoch057949,0
epoch057950,0
epoch057951,0
epoch057952,43
epoch057953,0
epoch057954,0
epoch057956,80
epoch057957,55
epoch057958,0
epoch057959,28
epoch057961,43
epoch057962,5
epoch057963,28
epoch057964,0
epoch057965,95
epoch057966,0
epoch057967,43
epoch057969,47
epoch057970,38
epoch057971,61
epoch057972,0
epoch057974,0
epoch057975,1
epoch057976,43
epoch057977,28
epoch057978,5
epoch057979,0
epoch057980,61
epoch057981,0
epoch057982,33
epoch057983,43
epoch057984,50
epoch057985,38
epoch057986,0
epoch057987,38
epoch057988,0
epoch057992,0
epoch057994,0
epoch057995,43
epoch057998,1
epoch058000,50
epoch058001,66
epoch058002,1
epoch058003,0
epoch058004,0
epoch058005,1
epoch058006,0
epoch058007,15
epoch058008,61
epoch058009,17
epoch058010,0
epoch058011,14
epoch058012,93
epoch058014,43
epoch058015,57
epoch058016,28
epoch058017,0
epoch058018,22
epoch058019,1
epoch058021,0
epoch058022,0
epoch058024,1
epoch058025,66
epoch058026,1
epoch058028,43
epoch058029,0
epoch058030,0
epoch058031,55
epoch058032,1
epoch058033,0
epoch058034,0
epoch058035,33
epoch058036,0
epoch058037,28
epoch058038,20
epoch058039,28
epoch058040,0
epoch058041,15
epoch058042,0
epoch058043,43
epoch058044,32
epoch058045,1
epoch058046,31
epoch058047,25
epoch058048,0
epoch058049,0
epoch058050,38
epoch058051,68
epoch058052,0
epoch058053,20
epoch058054,43
epoch058055,0
epoch058056,84
epoch058057,66
epoch058058,43
epoch058059,0
epoch058060,0
epoch058061,0
epoch058062,1
epoch058063,0
epoch058064,28
epoch058065,38
epoch058066,0
epoch058067,28
epoch058068,0
epoch058069,1
epoch058070,15
epoch058071,38
epoch058073,1
epoch058075,38
epoch058077,50
epoch058078,76
epoch058079,28
epoch058080,38
epoch058082,40
epoch058083,0
epoch058084,35
epoch058085,1
epoch058086,0
epoch058087,26
epoch058088,0
epoch058089,0
epoch058091,43
epoch058092,0
epoch058093,84
epoch058094,0
epoch058095,73
epoch058096,76
epoch058097,0
epoch058098,39
epoch058099,0
epoch058101,0
epoch058102,0
epoch058104,1
epoch058105,43
epoch058106,16
epoch058108,76
epoch058109,43
epoch058110,0
epoch058111,0
epoch058113,0
epoch058114,20
epoch058115,15
epoch058116,90
epoch058117,1
epoch058118,0
epoch058119,54
epoch058120,22
epoch058122,0
epoch058123,43
epoch058124,43
epoch058125,28
epoch058127,0
epoch058128,0
epoch058129,23
epoch058130,1
epoch058131,43
epoch058132,0
epoch058133,61
epoch058134,1
epoch058135,43
epoch058137,71
epoch058139,17
epoch058140,0
epoch058141,0
epoch058142,0
epoch058144,20
epoch058145,43
epoch058147,0
epoch058150,14
epoch058152,47
epoch058153,38
epoch058154,43
epoch058155,0
epoch058156,1
epoch058157,0
epoch058158,0
epoch058160,80
epoch058161,43
epoch058162,20
epoch058163,28
epoch058164,6
epoch058166,0
epoch058167,43
epoch058168,0
epoch058169,1
epoch058171,38
epoch058172,60
epoch058173,11
epoch058174,0
epoch058175,1
epoch058176,0
epoch058177,11
epoch058178,43
epoch058180,0
epoch058181,1
epoch058182,0
epoch058183,86
epoch058184,0
epoch058186,1
epoch058188,39
epoch058189,42
epoch058190,43
epoch058191,0
epoch058192,28
epoch058193,1
epoch058194,0
epoch058195,1
epoch058196,50
epoch058201,61
epoch058204,0
epoch058205,43
epoch058206,43
epoch058207,43
epoch058208,0
epoch058209,0
epoch058210,0
epoch058211,43
epoch058212,1
epoch058213,0
epoch058215,69
epoch058217,23
epoch058219,38
epoch058221,61
epoch058222,0
epoch058223,1
epoch058224,30
epoch058227,58
epoch058228,20
epoch058229,1
epoch058231,0
epoch058232,43
epoch058233,0
epoch058234,58
epoch058235,0
epoch058238,43
epoch058240,6
epoch058241,28
epoch058242,28
epoch058243,1
epoch058244,61
epoch058245,0
epoch058246,43
epoch058247,0
epoch058248,43
epoch058249,0
epoch058250,0
epoch058251,0
epoch058253,1
epoch058254,0
epoch058256,0
epoch058257,43
epoch058258,0
epoch058259,43
epoch058260,1
epoch058261,28
epoch058262,0
epoch058263,0
epoch058265,6
epoch058266,7
epoch058267,60
epoch058268,0
epoch058269,0
epoch058270,1
epoch058271,28
epoch058272,0
epoch058273,66
epoch058274,43
epoch058275,1
epoch058276,0
epoch058278,38
epoch058279,76
epoch058281,66
epoch058282,0
epoch058283,0
epoch058285,0
epoch058286,0
epoch058287,19
epoch058288,30
epoch058290,0
epoch058291,0
epoch058292,1
epoch058293,31
epoch058295,0
epoch058297,1
epoch058298,79
epoch058299,43
epoch058300,0
epoch058301,28
epoch058305,6
epoch058306,15
epoch058307,55
epoch058309,28
epoch058310,28
epoch058311,45
epoch058312,28
epoch058313,0
epoch058314,0
epoch058316,76
epoch058317,0
epoch058318,1
epoch058319,0
epoch058320,0
epoch058323,6
epoch058324,43
epoch058325,1
epoch058326,0
epoch058327,0
epoch058328,76
epoch058329,38
epoch058330,38
epoch058332,43
epoch058333,1
epoch058334,0
epoch058335,1
epoch058338,1
epoch058339,47
epoch058341,1
epoch058342,0
epoch058343,0
epoch058344,1
epoch058345,0
epoch058347,0
epoch058348,1
epoch058349,6
epoch058350,1
epoch058351,0
epoch058352,0
epoch058353,0
epoch058354,0
epoch058355,0
epoch058356,1
epoch058357,1
epoch058358,0
epoch058359,0
epoch058360,17
epoch058361,38
epoch058362,43
epoch058363,0
epoch058364,43
epoch058365,55
epoch058366,30
epoch058367,28
epoch058368,28
epoch058369,38
epoch058370,1
epoch058371,0
epoch058372,28
epoch058374,43
epoch058377,0
epoch058378,0
epoch058380,43
epoch058381,20
epoch058382,1
epoch058383,39
epoch058384,0
epoch058385,43
epoch058386,6
epoch058387,50
epoch058388,1
epoch058389,0
epoch058390,1
epoch058392,0
epoch058394,0
epoch058395,0
epoch058396,68
epoch058398,66
epoch058399,61
epoch058400,40
epoch058401,61
epoch058402,1
epoch058403,38
epoch058404,0
epoch058405,43
epoch058406,0
epoch058407,7
epoch058408,1
epoch058409,43
epoch058410,1
epoch058411,33
epoch058413,28
epoch058414,61
epoch058415,40
epoch058416,0
epoch058418,43
epoch058419,1
epoch058420,0
epoch058421,1
epoch058423,1
epoch058425,1
epoch058426,0
